,Rank_Times,RankO,Master_col,Name_Times,Ranking_Agency_Times,Year,Region_Times,No..of.FTE.Students,No..of.students.per.staff,International.Students,Female_Ratio,Male_Ratio,Overall_Times,Teaching,Research,Citations,Industry.Income,International.Outlook,Name_QS,Ranking_Agency_QS,Region_QS,Rank_QS,Classification_Size,Classification_Focus,Classification_Res,Classification_Age,Academic_Reputation_Score,Academic_Reputation_rank,Academic_Reputation_Rank,Employer_Reputation_Score,Employer_Reputation_Rank,Employer_Reputation_rank,Faculty_Student_Score,Faculty_Student_Rank,Faculty_Student_rank,Citations_per_Faculty_Score,Citations_per_Faculty_rank,Citations_per_Faculty_Rank,International_Faculty_Score,International_Faculty_rank,International_Faculty_Rank,International_Students_Score,International_Students_rank,International_Students_Rank,Overall_QS,USNRank,OrgRank,Ranking_Agency_USN,InstituteName,State,PublicPrivate,OverAllScores,OverallScore,PeerAssessmentScore,GraduationRetentionRank,AverageFirstYearRetentionRate,PredictedGraduationRate,ActualGraduationRate,OverUnderperformance,PellGradrate,SocialMobilityRank,FacultyResourcesRank,PercentofClassesUnder20,PercentofClassesof50orMoreStudents,StudentFacultyRatio,Student_Faculty_Ratio,SelectivityRank,SATACT25thPercentile,SATACT75thPercentile,FirstYearStudentsTop10HSclass,AcceptanceRate,FinancialResourcesRank,AverageAlumniGivingRate
1563,NA,NA,Dominican University New York,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,#331-#440,USNews,Dominican University New York,NY,private,NA,Bottom 25%,1.9,389,73%,42%,44%,2,40%,63,198,72%,0%,12,12 to 1,NA,993,1123,,,298,3%
1564,NA,NA,Drake University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,137,USNews,Drake University,IA,private,56,56,2.8,103,86%,78%,78%,NA,67%,403,198,46%,5%,11,11 to 1,71,25,31,42%,,152,8%
1565,NA,NA,Duquesne University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,151,USNews,Duquesne University,PA,private,55,55,2.7,103,85%,72%,77%,5,70%,250,216,44%,6%,13,13 to 1,160,1140,1310,24%,,198,5%
1566,NA,NA,D'Youville University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299,299,USNews,D'Youville University,NY,private,43,43,1.8,309,76%,61%,63%,2,63%,63,100,94%,1%,7,7 to 1,361,1030,1225,12%,,226,7%
1567,NA,NA,East Carolina University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,234,USNews,East Carolina University,NC,public,47,47,2.5,200,82%,60%,66%,6,60%,115,374,34%,16%,18,18 to 1,320,17,23,12%,,311,2%
1568,NA,NA,East Tennessee State University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317,317,USNews,East Tennessee State University,TN,public,42,42,2.2,358,73%,56%,51%,-5,41%,178,198,63%,5%,15,15 to 1,211,19,26,19%,,248,
1569,NA,NA,Eastern Kentucky University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,#331-#440,USNews,Eastern Kentucky University,KY,public,NA,Bottom 25%,2.2,330,75%,52%,52%,NA,44%,140,286,54%,2%,15,15 to 1,299,18,24,19%,,417,3%
1570,NA,NA,Eastern Michigan University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,#331-#440,USNews,Eastern Michigan University,MI,public,NA,Bottom 25%,2.4,381,71%,53%,48%,-5,40%,123,247,42%,2%,15,15 to 1,344,930,1180,14%,,388,1%
1571,NA,NA,Edgewood College,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,#331-#440,USNews,Edgewood College,WI,private,NA,Bottom 25%,1.8,226,78%,62%,64%,2,,178,420,,,12,12 to 1,NA,,NA,,,248,
1572,NA,NA,Elon University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,89,USNews,Elon University,NC,private,62,62,3,73,90%,79%,83%,4,79%,432,77,51%,0%,12,12 to 1,124,1170,1340,22%,,179,20%
1573,NA,NA,Fairfield University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,115,USNews,Fairfield University,CT,private,59,59,2.7,73,90%,79%,84%,5,78%,353,136,40%,1%,12,12 to 1,114,1230,1380,38%,,121,15%
1574,NA,NA,Ferris State University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,#331-#440,USNews,Ferris State University,MI,public,NA,Bottom 25%,2.2,289,77%,53%,55%,2,46%,303,247,56%,2%,15,15 to 1,361,930,1150,,,367,1%
1575,NA,NA,Florida A&M University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,202,USNews,Florida A&M University,FL,public,50,50,2.6,289,84%,44%,55%,11,52%,23,355,42%,8%,14,14 to 1,260,1040,1170,21%,,198,7%
1576,NA,NA,Florida Gulf Coast University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,#331-#440,USNews,Florida Gulf Coast University,FL,public,NA,Bottom 25%,2.3,321,80%,61%,53%,-8,51%,140,401,25%,10%,21,21 to 1,284,1010,1180,16%,,399,2%
1577,NA,NA,Gallaudet University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,127,USNews,Gallaudet University,DC,private,57,57,3,336,75%,54%,58%,4,52%,263,23,99%,0%,6,6 to 1,406,14,20,,,16,13%
1578,NA,NA,Gannon University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,263,USNews,Gannon University,PA,private,45,45,2,192,83%,63%,65%,2,57%,197,231,51%,0.40%,13,13 to 1,284,990,1250,,,286,7%
1579,NA,NA,Gardner-Webb University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,#331-#440,USNews,Gardner-Webb University,NC,private,NA,Bottom 25%,2.1,336,69%,57%,46%,-11,,197,113,72%,0%,11,11 to 1,378,18,24,16%,,286,
1580,NA,NA,George Fox University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,263,USNews,George Fox University,OR,private,45,45,2.1,178,83%,67%,69%,2,61%,123,393,50%,4%,16,16 to 1,224,19,27,29%,,274,7%
1581,NA,NA,Gonzaga University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,83,USNews,Gonzaga University,WA,private,63,63,3.2,48,93%,81%,85%,4,77%,361,165,41%,1%,11,11 to 1,100,1210,1380,35%,,152,10%
1582,NA,NA,Grand Canyon University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,#331-#440,USNews,Grand Canyon University,AZ,proprietary,NA,Bottom 25%,1.8,416,68%,55%,42%,-13,,95,430,,,21,21 to 1,NA,,NA,,,226,
1583,NA,NA,Gwynedd Mercy University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,#331-#440,USNews,Gwynedd Mercy University,PA,private,NA,Bottom 25%,1.9,226,80%,52%,67%,15,53%,303,346,69%,1%,10,10 to 1,367,1090,NA,10%,,311,3%
1584,NA,NA,Hampton University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,219,USNews,Hampton University,VA,private,48,48,2.4,280,76%,61%,57%,-4,47%,99,216,51%,7%,13,13 to 1,339,990,1180,9%,,115,27%
1585,NA,NA,Harding University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,263,USNews,Harding University,AR,private,45,45,2,161,85%,70%,67%,-3,48%,384,231,60%,5%,13,13 to 1,173,20,28,26%,,298,8%
1586,NA,NA,Hardin-Simmons University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,#331-#440,USNews,Hardin-Simmons University,TX,private,NA,Bottom 25%,2,369,66%,60%,51%,-9,41%,326,247,65%,2%,15,15 to 1,326,970,1170,33%,,311,8%
1587,NA,NA,Hofstra University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,166,USNews,Hofstra University,NY,private,54,54,2.9,200,82%,72%,70%,-2,65%,339,100,51%,2%,13,13 to 1,119,1180,1370,32%,,132,10%
1588,NA,NA,Husson University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,#331-#440,USNews,Husson University,ME,private,NA,Bottom 25%,1.8,309,75%,52%,54%,2,46%,99,328,57%,0.40%,11,11 to 1,357,975,1150,18%,,406,2%
1589,NA,NA,Idaho State University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,#331-#440,USNews,Idaho State University,ID,public,NA,Bottom 25%,2.5,432,63%,56%,33%,-23,,303,388,,,13,13 to 1,NA,,NA,,,274,
1590,NA,NA,Immaculata University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,250,USNews,Immaculata University,PA,private,46,46,1.8,178,82%,58%,69%,11,63%,160,267,77%,0.30%,9,9 to 1,344,1083,1230,10%,,298,7%
1591,NA,NA,Indiana University of Pennsylvania,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,#331-#440,USNews,Indiana University of Pennsylvania,PA,public,NA,Bottom 25%,2.2,316,72%,52%,57%,5,43%,209,286,34%,16%,16,16 to 1,398,940,1140,8%,,311,3%
1592,NA,NA,Indiana University--Bloomington,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,72,USNews,Indiana University--Bloomington,IN,public,65,65,3.7,92,91%,75%,81%,6,72%,361,125,40%,15%,17,17 to 1,100,1160,1380,29%,,152,10%
1593,NA,NA,Indiana University-Purdue University--Indianapolis,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,202,USNews,Indiana University-Purdue University--Indianapolis,IN,public,50,50,2.9,330,72%,57%,57%,NA,48%,123,146,48%,8%,13,13 to 1,305,1040,1230,15%,,77,6%
1594,NA,NA,Jackson State University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,#331-#440,USNews,Jackson State University,MS,public,NA,Bottom 25%,2.1,402,71%,43%,39%,-4,40%,59,388,,,15,15 to 1,388,17,20,,,248,
1595,NA,NA,James Madison University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,151,USNews,James Madison University,VA,public,55,55,3,73,90%,72%,82%,10,78%,372,385,40%,22%,16,16 to 1,190,1140,1310,14%,,367,5%
1596,NA,NA,Kean University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,#331-#440,USNews,Kean University,NJ,public,NA,Bottom 25%,2.2,358,73%,46%,48%,2,43%,46,314,51%,0.40%,16,16 to 1,381,920,1120,15%,,344,1%
1597,NA,NA,Keiser University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,219,USNews,Keiser University,FL,private,48,48,1.7,246,72%,41%,64%,23,,1,407,,,16,16 to 1,NA,,NA,,,198,
1598,NA,NA,Kennesaw State University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,#331-#440,USNews,Kennesaw State University,GA,public,NA,Bottom 25%,2.5,358,78%,65%,49%,-16,43%,197,416,25%,14%,21,21 to 1,279,1050,1250,12%,,431,1%
1599,NA,NA,La Salle University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,202,USNews,La Salle University,PA,private,50,50,2.4,232,72%,54%,60%,6,51%,82,70,63%,1%,12,12 to 1,333,1050,1250,,,248,7%
1600,NA,NA,Lamar University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,#331-#440,USNews,Lamar University,TX,public,NA,Bottom 25%,2.1,424,64%,51%,39%,-12,30%,282,380,38%,13%,20,20 to 1,373,910,1120,14%,,388,1%
1601,NA,NA,Lesley University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,#331-#440,USNews,Lesley University,MA,private,NA,Bottom 25%,2.1,266,76%,64%,60%,-4,,326,420,,,9,9 to 1,NA,,NA,,,179,
1602,NA,NA,Liberty University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,#331-#440,USNews,Liberty University,VA,private,NA,Bottom 25%,1.7,266,81%,61%,65%,4,48%,339,300,39%,4%,19,19 to 1,203,1040,1280,,,437,1%
1603,NA,NA,Lincoln Memorial University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299,299,USNews,Lincoln Memorial University,TN,private,43,43,1.8,300,75%,61%,57%,-4,42%,228,61,67%,2%,10,10 to 1,284,18,25,23%,,248,4%
1604,NA,NA,Lipscomb University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,212,USNews,Lipscomb University,TN,private,49,49,2.2,171,84%,72%,71%,-1,61%,403,216,60%,7%,14,14 to 1,137,22,29,33%,,198,11%
1605,NA,NA,Long Island University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,#331-#440,USNews,Long Island University,NY,private,NA,Bottom 25%,2.2,374,77%,61%,46%,-15,39%,95,286,68%,2%,13,13 to 1,166,1100,1320,16%,,226,3%
1606,NA,NA,Louisiana Tech University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317,317,USNews,Louisiana Tech University,LA,public,42,42,2.5,266,80%,63%,60%,-3,48%,313,385,37%,11%,20,20 to 1,224,22,27,26%,,429,7%
1607,NA,NA,Loyola Marymount University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,77,USNews,Loyola Marymount University,CA,private,64,64,3.1,86,88%,81%,79%,-2,79%,228,42,55%,1%,11,11 to 1,84,1250,1420,33%,,105,6%
1608,NA,NA,Loyola University New Orleans,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,202,USNews,Loyola University New Orleans,LA,private,50,50,2.8,232,82%,61%,62%,1,58%,123,146,49%,1%,14,14 to 1,217,21,26,,,274,4%
1609,NA,NA,Marian University (IN),NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,250,USNews,Marian University (IN),IN,private,46,46,2.1,246,81%,61%,64%,3,58%,123,216,70%,0.20%,14,14 to 1,320,970,1170,14%,,179,8%
1610,NA,NA,Marshall University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299,299,USNews,Marshall University,WV,public,43,43,2.5,347,73%,54%,53%,-1,42%,140,182,51%,4%,17,17 to 1,373,19,26,,,286,3%
1611,NA,NA,Mary Baldwin University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,#331-#440,USNews,Mary Baldwin University,VA,private,NA,Bottom 25%,2,393,67%,45%,48%,3,47%,33,165,61%,0.40%,10,10 to 1,378,940,1120,,,334,6%
1612,NA,NA,Marymount University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299,299,USNews,Marymount University,VA,private,43,43,2.3,300,74%,59%,62%,3,53%,353,300,49%,1%,14,14 to 1,NA,1120,1268,5%,,226,1%
1613,NA,NA,Maryville University of St. Louis,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,234,USNews,Maryville University of St. Louis,MO,private,47,47,2,144,84%,67%,73%,6,73%,186,231,70%,0.20%,13,13 to 1,211,19,26,23%,,367,5%
1614,NA,NA,Mercer University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,166,USNews,Mercer University,GA,private,54,54,2.5,153,87%,74%,74%,NA,68%,168,113,53%,4%,13,13 to 1,89,1220,1400,41%,,198,10%
1615,NA,NA,Middle Tennessee State University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299,299,USNews,Middle Tennessee State University,TN,public,43,43,2.3,347,76%,54%,54%,NA,46%,82,165,53%,6%,16,16 to 1,229,19,26,,,367,3%
1616,NA,NA,Misericordia University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,219,USNews,Misericordia University,PA,private,48,48,2,161,82%,66%,70%,4,,186,198,55%,0%,10,10 to 1,251,1012,1210,16%,,248,11%
1617,NA,NA,Mississippi College,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317,317,USNews,Mississippi College,MS,private,42,42,2,256,78%,67%,63%,-4,51%,353,100,66%,2%,12,12 to 1,224,20,28,35%,,367,2%
1618,NA,NA,Missouri State University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,#331-#440,USNews,Missouri State University,MO,public,NA,Bottom 25%,2.4,289,78%,64%,56%,-8,,270,401,,,20,20 to 1,311,21,27,,,431,
1619,NA,NA,Montclair State University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,182,USNews,Montclair State University,NJ,public,52,52,2.4,178,80%,49%,67%,18,64%,21,355,38%,3%,17,17 to 1,NA,1010,1210,10%,,344,2%
1620,NA,NA,Mount St. Joseph University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,#331-#440,USNews,Mount St. Joseph University,OH,private,NA,Bottom 25%,1.9,336,73%,54%,53%,-1,41%,250,314,63%,9%,11,11 to 1,299,20,24,13%,,226,5%
1621,NA,NA,National Louis University,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,#331-#440,USNews,National Louis University,IL,private,NA,Bottom 25%,1.9,436,60%,30%,22%,-8,,384,267,74%,0%,16,16 to 1,NA,,NA,,,344,
